Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Latitude;Longitude;Speed
20190405_174634;0.872;-1.310;8.979;0.016;0.010;-0.028;49.03082;13.22689;65.6
20190405_174634;0.512;-1.063;9.599;0.020;0.015;-0.026;49.03082;13.22689;65.6
20190405_174634;0.783;-0.867;9.860;-0.018;0.022;-0.021;49.03082;13.22689;65.6
20190405_174634;0.498;-0.915;9.534;-0.021;0.019;-0.026;49.03082;13.22689;65.6
20190405_174634;0.237;-1.173;9.304;-0.007;0.031;-0.024;49.03082;13.22689;65.6
20190405_174634;0.594;-1.089;9.824;-0.010;-0.036;-0.026;49.03082;13.22689;65.6
20190405_174634;0.407;-0.972;9.759;-0.019;0.050;-0.021;49.03082;13.22689;65.6
20190405_174634;-0.065;-1.156;10.228;0.012;-0.012;-0.026;49.03082;13.22689;65.6
20190405_174635;0.022;-1.144;9.726;0.032;0.017;-0.029;49.03066;13.22685;65.2
20190405_174635;0.759;-0.972;9.716;0.007;-0.044;-0.032;49.03066;13.22685;65.2
20190405_174635;0.800;-0.931;9.527;-0.010;0.007;-0.029;49.03066;13.22685;65.2
20190405_174635;0.275;-0.740;10.118;-0.001;0.006;-0.026;49.03066;13.22685;65.2
20190405_174635;0.189;-0.797;9.749;-0.006;-0.010;-0.027;49.03066;13.22685;65.2
20190405_174635;0.223;-0.864;9.611;0.007;0.001;-0.028;49.03066;13.22685;65.2
20190405_174635;0.397;-0.826;10.389;0.006;-0.013;-0.028;49.03066;13.22685;65.2
20190405_174635;0.340;-0.795;9.381;0.003;-0.011;-0.026;49.03066;13.22685;65.2
20190405_174635;0.702;-0.740;10.087;0.002;0.022;-0.025;49.03050;13.22680;64.7
20190405_174636;0.022;-0.747;10.087;0.009;0.012;-0.026;49.03050;13.22680;64.7
20190405_174636;-0.014;-1.025;10.049;-0.023;0.032;-0.027;49.03050;13.22680;64.7
20190405_174636;0.079;-0.723;9.682;-0.013;0.018;-0.029;49.03050;13.22680;64.7
20190405_174636;0.781;-0.888;9.960;-0.016;0.016;-0.028;49.03050;13.22680;64.7
20190405_174636;0.409;-1.027;10.583;0.010;0.016;-0.021;49.03050;13.22680;64.7
20190405_174636;0.450;-1.042;9.781;0.023;0.024;-0.031;49.03050;13.22680;64.7
20190405_174636;0.646;-1.020;9.749;0.007;0.009;-0.028;49.03050;13.22680;64.7
20190405_174636;0.599;-1.010;10.336;0.005;0.023;-0.032;49.03050;13.22680;64.7
20190405_174637;0.242;-0.721;8.914;-0.010;-0.005;-0.025;49.03034;13.22675;65.4
20190405_174637;0.448;-1.173;9.917;-0.013;0.031;-0.028;49.03034;13.22675;65.4
20190405_174637;0.601;-1.006;9.443;0.006;0.033;-0.028;49.03034;13.22675;65.4
20190405_174637;0.062;-0.979;9.548;0.022;0.031;-0.025;49.03034;13.22675;65.4
20190405_174637;0.294;-0.816;9.958;0.007;0.007;-0.025;49.03034;13.22675;65.4
20190405_174637;-0.136;-0.943;10.463;0.001;0.018;-0.031;49.03034;13.22675;65.4
20190405_174637;0.043;-1.247;10.267;-0.001;-0.016;-0.031;49.03034;13.22675;65.4
20190405_174637;0.666;-0.876;9.726;0.017;-0.001;-0.029;49.03034;13.22675;65.4
20190405_174637;0.038;-1.101;9.982;0.011;-0.002;-0.030;49.03034;13.22675;65.4
20190405_174638;-0.096;-0.651;9.393;-0.004;-0.007;-0.026;49.03018;13.22669;64.8
20190405_174638;0.464;-0.860;9.500;0.019;-0.006;-0.030;49.03018;13.22669;64.8
20190405_174638;0.232;-0.948;9.998;0.011;0.018;-0.026;49.03018;13.22669;64.8
20190405_174638;-0.057;-0.974;10.128;0.025;0.017;-0.031;49.03018;13.22669;64.8
20190405_174638;-0.680;-0.725;9.615;0.020;0.046;-0.032;49.03018;13.22669;64.8
20190405_174638;0.163;-0.905;9.089;-0.028;-0.065;-0.029;49.03018;13.22669;64.8
20190405_174638;0.527;-1.267;9.029;-0.031;-0.026;-0.026;49.03018;13.22669;64.8
20190405_174638;0.441;-1.132;9.000;-0.008;0.040;-0.023;49.03018;13.22669;64.8
20190405_174638;0.656;-0.958;9.814;0.003;0.033;-0.023;49.03018;13.22669;64.8
20190405_174639;-0.668;-1.482;10.298;0.022;0.056;-0.032;49.03002;13.22662;63.8
20190405_174639;-0.163;-1.132;9.759;0.025;-0.030;-0.031;49.03002;13.22662;63.8
20190405_174639;0.163;-1.168;10.250;0.023;-0.026;-0.035;49.03002;13.22662;63.8
20190405_174639;0.132;-0.919;10.001;0.003;-0.012;-0.025;49.03002;13.22662;63.8
20190405_174639;-0.010;-0.876;9.115;-0.004;-0.014;-0.020;49.03002;13.22662;63.8
20190405_174639;0.120;-1.118;9.283;-0.028;0.061;-0.012;49.03002;13.22662;63.8
20190405_174639;-0.081;-1.183;9.508;-0.005;0.032;-0.003;49.03002;13.22662;63.8
20190405_174639;-0.438;-0.893;9.738;0.001;0.034;-0.007;49.03002;13.22662;63.8
20190405_174639;0.247;-1.113;9.261;-0.007;-0.037;-0.006;49.03002;13.22662;63.8
20190405_174640;-0.263;-1.063;9.529;-0.011;-0.001;-0.007;49.02987;13.22654;62.6
20190405_174640;-0.335;-1.353;10.322;-0.012;0.004;-0.010;49.02987;13.22654;62.6
20190405_174640;-0.024;-1.185;9.453;-0.001;-0.015;-0.009;49.02987;13.22654;62.6
20190405_174640;0.192;-1.233;9.891;0.011;-0.005;-0.006;49.02987;13.22654;62.6
20190405_174640;0.283;-1.334;10.394;0.007;-0.011;-0.007;49.02987;13.22654;62.6
20190405_174640;-0.170;-1.532;9.536;0.017;-0.001;-0.003;49.02987;13.22654;62.6
20190405_174640;-0.984;-0.900;10.983;0.035;-0.032;-0.008;49.02987;13.22654;62.6
20190405_174640;-0.268;-1.489;9.010;-0.011;-0.084;-0.012;49.02987;13.22654;62.6
20190405_174640;1.065;-1.609;9.860;-0.012;-0.035;-0.010;49.02973;13.22646;61.2
20190405_174641;0.057;-1.389;10.022;0.003;0.020;-0.026;49.02973;13.22646;61.2
20190405_174641;1.262;-1.937;8.758;0.007;-0.107;-0.035;49.02973;13.22646;61.2
20190405_174641;0.919;-1.939;9.194;-0.011;-0.073;-0.037;49.02973;13.22646;61.2
20190405_174641;0.843;-1.803;9.431;-0.014;0.033;-0.036;49.02973;13.22646;61.2
20190405_174641;1.499;-2.105;9.146;-0.008;-0.081;-0.031;49.02973;13.22646;61.2
20190405_174641;0.041;-2.296;9.156;-0.006;0.012;-0.029;49.02973;13.22646;61.2
20190405_174641;0.323;-2.349;9.577;0.012;-0.004;-0.032;49.02973;13.22646;61.2
20190405_174641;0.283;-2.569;9.084;0.017;-0.018;-0.026;49.02973;13.22646;61.2
20190405_174642;0.979;-2.351;9.670;0.004;-0.023;-0.026;49.02959;13.22639;56.7
20190405_174642;0.520;-2.409;9.141;-0.015;-0.005;-0.023;49.02959;13.22639;56.7
20190405_174642;0.725;-2.854;10.121;-0.012;-0.012;-0.021;49.02959;13.22639;56.7
20190405_174642;-0.165;-2.516;9.505;-0.008;0.076;-0.020;49.02959;13.22639;56.7
20190405_174642;0.646;-3.225;9.891;-0.001;0.033;-0.012;49.02959;13.22639;56.7
20190405_174642;0.242;-2.615;9.479;-0.005;-0.011;0.002;49.02959;13.22639;56.7
20190405_174642;-0.108;-2.433;9.941;0.041;-0.001;0.036;49.02959;13.22639;56.7
20190405_174642;-0.227;-2.746;9.060;0.007;-0.060;0.061;49.02959;13.22639;56.7
20190405_174642;0.646;-2.581;8.100;-0.021;-0.103;0.088;49.02959;13.22639;56.7
20190405_174643;-1.116;-2.749;9.584;-0.000;-0.008;0.103;49.02946;13.22633;50.7
20190405_174643;-1.183;-2.562;9.189;0.001;-0.041;0.110;49.02946;13.22633;50.7
20190405_174643;-1.310;-2.492;10.135;0.020;-0.046;0.121;49.02946;13.22633;50.7
20190405_174643;-1.621;-3.393;9.697;0.001;-0.018;0.141;49.02946;13.22633;50.7
20190405_174643;-1.939;-2.696;9.738;0.006;-0.005;0.165;49.02946;13.22633;50.7
20190405_174643;-1.882;-3.105;10.130;0.008;0.005;0.177;49.02946;13.22633;50.7
20190405_174643;-2.344;-2.808;9.441;0.025;0.006;0.191;49.02946;13.22633;50.7
20190405_174643;-2.057;-3.508;9.467;0.001;-0.017;0.200;49.02946;13.22633;50.7
20190405_174643;-2.126;-3.038;9.450;-0.018;-0.038;0.205;49.02935;13.22627;43.6
20190405_174644;-1.707;-3.098;9.378;-0.004;-0.046;0.216;49.02935;13.22627;43.6
20190405_174644;-2.009;-3.165;9.398;-0.009;-0.038;0.226;49.02935;13.22627;43.6
20190405_174644;-1.887;-2.753;9.407;0.003;-0.023;0.241;49.02935;13.22627;43.6
20190405_174644;-1.923;-2.502;9.591;0.014;-0.031;0.251;49.02935;13.22627;43.6
20190405_174644;-2.200;-2.167;9.596;0.018;-0.017;0.255;49.02935;13.22627;43.6
20190405_174644;-2.267;-1.559;9.761;0.041;-0.019;0.264;49.02935;13.22627;43.6
20190405_174644;-2.392;-1.860;9.469;0.034;-0.037;0.273;49.02935;13.22627;43.6
20190405_174644;-2.562;-1.947;9.448;-0.004;-0.010;0.289;49.02935;13.22627;43.6
20190405_174645;-2.593;-1.872;9.199;-0.019;-0.023;0.298;49.02925;13.22625;37.8
20190405_174645;-2.380;-1.774;9.297;0.003;-0.024;0.295;49.02925;13.22625;37.8
20190405_174645;-2.610;-1.851;9.474;0.005;-0.026;0.294;49.02925;13.22625;37.8
20190405_174645;-2.658;-1.619;9.747;-0.004;0.003;0.298;49.02925;13.22625;37.8
20190405_174645;-2.581;-1.595;9.582;-0.008;-0.009;0.295;49.02925;13.22625;37.8
20190405_174645;-2.488;-1.587;9.304;0.006;-0.012;0.291;49.02925;13.22625;37.8
20190405_174645;-2.531;-1.451;9.189;-0.008;-0.024;0.291;49.02925;13.22625;37.8
20190405_174645;-2.217;-1.499;9.477;-0.019;-0.020;0.286;49.02925;13.22625;37.8
20190405_174645;-2.643;-1.621;9.429;-0.008;-0.005;0.290;49.02925;13.22625;37.8
20190405_174646;-2.358;-1.664;9.754;0.009;-0.015;0.286;49.02916;13.22627;36.2
20190405_174646;-2.476;-1.551;9.752;0.014;-0.001;0.280;49.02916;13.22627;36.2
20190405_174646;-2.255;-1.489;9.738;0.013;-0.013;0.264;49.02916;13.22627;36.2
20190405_174646;-1.772;-1.745;9.828;0.015;-0.049;0.245;49.02916;13.22627;36.2
20190405_174646;-1.664;-1.415;9.917;0.027;-0.023;0.233;49.02916;13.22627;36.2
20190405_174646;-1.786;-1.506;10.013;0.042;-0.030;0.219;49.02916;13.22627;36.2
20190405_174646;-1.188;-1.156;9.836;0.038;-0.034;0.198;49.02916;13.22627;36.2
20190405_174646;-1.362;-1.310;10.094;0.023;-0.051;0.173;49.02916;13.22627;36.2
20190405_174646;-1.647;-1.130;9.908;0.028;-0.032;0.165;49.02908;13.22633;37.6
20190405_174647;-1.154;-0.998;9.738;0.017;-0.008;0.169;49.02908;13.22633;37.6
20190405_174647;-0.970;-1.156;9.728;-0.004;-0.020;0.161;49.02908;13.22633;37.6
20190405_174647;-0.934;-1.018;9.675;-0.015;-0.053;0.142;49.02908;13.22633;37.6
20190405_174647;-0.426;-0.888;10.027;0.022;-0.067;0.126;49.02908;13.22633;37.6
20190405_174647;-0.285;-0.982;9.738;0.044;-0.013;0.110;49.02908;13.22633;37.6
20190405_174647;-0.204;-0.879;9.680;0.040;-0.004;0.104;49.02908;13.22633;37.6
20190405_174647;-0.601;-0.936;9.987;-0.005;-0.045;0.094;49.02908;13.22633;37.6
20190405_174647;-0.656;-0.943;9.896;-0.019;-0.001;0.096;49.02908;13.22633;37.6
20190405_174647;-0.745;-1.118;9.644;-0.000;-0.002;0.092;49.02908;13.22633;37.6
20190405_174648;-0.321;-0.979;9.489;0.028;0.024;0.087;49.02901;13.22642;35.2
20190405_174648;-0.323;-1.039;9.639;0.034;-0.074;0.065;49.02901;13.22642;35.2
20190405_174648;-0.012;-0.764;9.330;-0.005;-0.062;0.045;49.02901;13.22642;35.2
20190405_174648;0.603;-0.661;8.876;-0.072;0.001;0.038;49.02901;13.22642;35.2
20190405_174648;0.527;-1.013;8.945;-0.112;-0.027;0.017;49.02901;13.22642;35.2
20190405_174648;0.508;-0.996;8.715;-0.092;0.006;0.011;49.02901;13.22642;35.2
20190405_174648;0.393;-0.951;9.213;-0.019;0.053;0.006;49.02901;13.22642;35.2
20190405_174648;0.455;-0.893;9.759;0.020;0.048;-0.005;49.02901;13.22642;35.2
20190405_174648;0.625;-0.709;9.759;0.020;0.029;-0.007;49.02901;13.22642;35.2
20190405_174649;0.101;-0.826;10.104;0.013;0.067;-0.010;49.02895;13.22651;35.5
20190405_174649;0.113;-0.778;9.941;0.009;0.053;-0.015;49.02895;13.22651;35.5
20190405_174649;0.615;-0.795;9.500;-0.007;0.027;-0.023;49.02895;13.22651;35.5
20190405_174649;0.630;-0.783;9.726;-0.013;0.034;-0.042;49.02895;13.22651;35.5
20190405_174649;1.286;-0.666;8.794;-0.011;0.043;-0.052;49.02895;13.22651;35.5
20190405_174649;0.891;-0.666;9.582;-0.021;0.070;-0.065;49.02895;13.22651;35.5
20190405_174649;1.343;-0.548;10.085;-0.019;0.037;-0.079;49.02895;13.22651;35.5
20190405_174649;0.658;-1.080;9.764;0.026;0.043;-0.076;49.02895;13.22651;35.5
20190405_174649;0.172;-1.121;10.463;0.039;0.067;-0.073;49.02895;13.22651;35.5
20190405_174650;-0.093;-0.747;9.910;0.041;0.006;-0.044;49.02888;13.22661;37.2
20190405_174650;-0.067;-0.795;9.546;0.015;-0.001;-0.040;49.02888;13.22661;37.2
20190405_174650;-0.160;-0.474;9.697;-0.079;0.036;-0.037;49.02888;13.22661;37.2
20190405_174650;-0.125;-0.771;9.347;-0.052;-0.013;-0.040;49.02888;13.22661;37.2
20190405_174650;0.522;-0.656;9.817;-0.007;0.016;-0.038;49.02888;13.22661;37.2
20190405_174650;0.292;-0.725;9.644;0.066;-0.009;-0.040;49.02888;13.22661;37.2
20190405_174650;0.393;-0.745;10.465;0.062;-0.009;-0.039;49.02888;13.22661;37.2
20190405_174650;0.541;-0.484;9.939;-0.005;0.010;-0.042;49.02888;13.22661;37.2
20190405_174650;0.256;-0.464;9.570;-0.040;0.040;-0.040;49.02882;13.22671;39.2
20190405_174651;0.347;-0.237;9.632;-0.060;0.019;-0.037;49.02882;13.22671;39.2
20190405_174651;0.254;-0.649;9.644;-0.055;0.003;-0.040;49.02882;13.22671;39.2
20190405_174651;-0.069;-0.807;9.393;0.018;0.001;-0.042;49.02882;13.22671;39.2
20190405_174651;0.175;-0.611;9.843;0.025;0.005;-0.040;49.02882;13.22671;39.2
20190405_174651;0.582;-0.697;9.831;0.044;0.006;-0.050;49.02882;13.22671;39.2
20190405_174651;0.551;-0.517;10.417;0.009;-0.015;-0.054;49.02882;13.22671;39.2
20190405_174651;0.675;-0.699;9.893;0.003;0.053;-0.061;49.02882;13.22671;39.2
20190405_174651;0.503;-0.656;9.587;0.016;-0.016;-0.061;49.02882;13.22671;39.2
20190405_174652;0.654;-0.807;10.209;0.002;0.057;-0.059;49.02874;13.22681;41.0
20190405_174652;0.283;-0.948;9.757;0.036;-0.004;-0.054;49.02874;13.22681;41.0
20190405_174652;0.287;-0.577;10.264;0.002;0.018;-0.056;49.02874;13.22681;41.0
20190405_174652;0.326;-0.793;9.508;-0.003;0.012;-0.045;49.02874;13.22681;41.0
20190405_174652;0.271;-0.737;9.548;-0.011;-0.018;-0.039;49.02874;13.22681;41.0
20190405_174652;0.599;-0.838;9.072;-0.019;0.044;-0.044;49.02874;13.22681;41.0
20190405_174652;0.266;-0.737;9.520;0.004;0.009;-0.043;49.02874;13.22681;41.0
20190405_174652;0.606;-0.651;9.383;-0.033;0.004;-0.041;49.02874;13.22681;41.0
20190405_174652;0.113;-0.793;9.517;0.008;0.003;-0.043;49.02865;13.22690;42.7
20190405_174653;0.352;-0.740;9.692;-0.010;0.016;-0.045;49.02865;13.22690;42.7
20190405_174653;1.097;-0.553;9.615;0.044;-0.024;-0.042;49.02865;13.22690;42.7
20190405_174653;0.613;-0.692;10.149;-0.004;0.010;-0.043;49.02865;13.22690;42.7
20190405_174653;0.764;-0.520;9.651;0.020;0.007;-0.043;49.02865;13.22690;42.7
20190405_174653;0.637;-0.630;10.137;0.052;-0.022;-0.043;49.02865;13.22690;42.7
20190405_174653;1.056;-0.594;9.946;0.008;-0.019;-0.043;49.02865;13.22690;42.7
20190405_174653;0.481;-0.723;9.050;-0.046;0.018;-0.040;49.02865;13.22690;42.7
20190405_174653;0.034;-0.893;9.819;-0.027;0.011;-0.036;49.02865;13.22690;42.7
20190405_174653;-0.809;-0.821;9.297;0.003;0.015;-0.009;49.02856;13.22698;44.5
20190405_174654;-1.101;-1.058;9.457;-0.019;0.004;0.057;49.02856;13.22698;44.5
20190405_174654;-1.566;-0.804;9.472;-0.043;0.062;0.087;49.02856;13.22698;44.5
20190405_174654;-0.905;-0.857;9.735;-0.002;0.012;0.078;49.02856;13.22698;44.5
20190405_174654;-1.123;-0.814;10.501;0.087;-0.040;0.059;49.02856;13.22698;44.5
20190405_174654;-0.989;-0.838;10.331;0.032;-0.005;0.044;49.02856;13.22698;44.5
20190405_174654;-0.927;-0.946;10.463;-0.022;-0.020;0.038;49.02856;13.22698;44.5
20190405_174654;-0.297;-0.436;9.168;0.020;-0.030;0.029;49.02856;13.22698;44.5
20190405_174654;-0.433;-1.456;10.956;0.017;-0.003;0.021;49.02856;13.22698;44.5
20190405_174655;-0.833;-0.982;9.711;-0.015;0.022;0.010;49.02846;13.22706;46.8
20190405_174655;-0.915;-0.790;9.393;-0.027;-0.029;0.004;49.02846;13.22706;46.8
20190405_174655;0.165;-1.202;9.872;-0.023;-0.001;-0.001;49.02846;13.22706;46.8
20190405_174655;-0.321;-0.965;9.943;0.018;-0.033;-0.006;49.02846;13.22706;46.8
20190405_174655;-0.055;-0.694;9.752;0.006;-0.007;-0.003;49.02846;13.22706;46.8
20190405_174655;0.048;-0.893;10.451;0.029;-0.023;-0.004;49.02846;13.22706;46.8
20190405_174655;0.096;-0.639;9.955;-0.013;0.019;-0.001;49.02846;13.22706;46.8
20190405_174655;-0.239;-0.666;8.983;-0.026;0.014;-0.002;49.02846;13.22706;46.8
20190405_174655;-0.206;-0.958;9.733;-0.013;0.018;0.001;49.02846;13.22706;46.8
20190405_174656;-0.014;-0.804;9.412;0.010;0.013;-0.003;49.02835;13.22715;48.7
20190405_174656;0.230;-0.584;9.785;-0.000;0.012;-0.003;49.02835;13.22715;48.7
20190405_174656;-0.134;-0.996;10.166;0.028;0.010;-0.000;49.02835;13.22715;48.7
20190405_174656;-0.110;-0.579;10.458;0.029;0.029;-0.007;49.02835;13.22715;48.7
20190405_174656;-0.113;-0.960;10.362;0.012;-0.024;-0.003;49.02835;13.22715;48.7
20190405_174656;-0.500;-1.152;10.013;-0.011;-0.023;-0.003;49.02835;13.22715;48.7
20190405_174656;-0.129;-1.094;9.795;0.009;-0.047;-0.003;49.02835;13.22715;48.7
20190405_174656;0.086;-0.831;9.065;-0.011;-0.015;-0.003;49.02835;13.22715;48.7
20190405_174656;0.043;-0.728;9.038;-0.027;0.023;-0.001;49.02835;13.22715;48.7
20190405_174657;0.223;-0.927;9.618;-0.010;-0.005;0.002;49.02825;13.22726;49.9
20190405_174657;0.096;-0.838;9.228;0.022;-0.025;-0.002;49.02825;13.22726;49.9
20190405_174657;0.050;-0.998;9.544;-0.002;-0.007;-0.004;49.02825;13.22726;49.9
20190405_174657;0.062;-0.706;9.752;0.018;-0.007;-0.000;49.02825;13.22726;49.9
20190405_174657;-0.077;-1.109;10.327;0.011;-0.010;-0.003;49.02825;13.22726;49.9
20190405_174657;0.045;-0.831;9.206;-0.011;0.008;-0.003;49.02825;13.22726;49.9
20190405_174657;-0.007;-0.816;9.740;-0.009;0.021;0.001;49.02825;13.22726;49.9
20190405_174657;-0.239;-0.994;10.066;-0.015;-0.013;-0.001;49.02825;13.22726;49.9
20190405_174657;-0.199;-0.891;10.109;-0.008;-0.012;-0.004;49.02825;13.22726;49.9
20190405_174658;0.122;-0.749;10.228;0.008;0.002;0.016;49.02814;13.22736;51.4
20190405_174658;0.113;-0.709;9.551;-0.002;0.008;0.004;49.02814;13.22736;51.4
20190405_174658;-0.290;-0.797;9.347;0.002;0.027;0.004;49.02814;13.22736;51.4
20190405_174658;-0.060;-0.771;9.625;-0.005;0.027;0.002;49.02814;13.22736;51.4
20190405_174658;0.062;-0.941;9.407;0.008;0.037;0.001;49.02814;13.22736;51.4
20190405_174658;0.060;-0.680;9.089;0.000;0.012;-0.000;49.02814;13.22736;51.4
20190405_174658;-0.443;-1.343;10.894;-0.004;0.020;0.001;49.02814;13.22736;51.4
20190405_174658;-0.558;-0.699;9.749;0.025;0.015;-0.006;49.02814;13.22736;51.4
20190405_174659;0.816;-1.101;10.020;0.033;-0.043;-0.050;49.02803;13.22747;52.5
20190405_174659;1.745;-0.840;9.544;0.004;-0.023;-0.089;49.02803;13.22747;52.5
20190405_174659;1.180;-0.972;9.579;0.015;0.020;-0.097;49.02803;13.22747;52.5
20190405_174659;0.752;-0.757;9.663;-0.004;0.021;-0.097;49.02803;13.22747;52.5
20190405_174659;1.063;-1.085;10.813;-0.010;0.028;-0.089;49.02803;13.22747;52.5
20190405_174659;0.962;-0.977;9.527;0.009;0.006;-0.090;49.02803;13.22747;52.5
20190405_174659;0.907;-1.164;10.748;0.022;0.018;-0.074;49.02803;13.22747;52.5
20190405_174659;0.687;-0.924;9.802;0.010;0.028;-0.057;49.02803;13.22747;52.5
20190405_174659;0.045;-0.654;9.326;-0.002;0.071;-0.042;49.02803;13.22747;52.5
20190405_174700;0.354;-1.010;9.860;-0.003;0.027;-0.043;49.02792;13.22757;52.8
20190405_174700;0.517;-0.907;9.575;0.011;0.042;-0.040;49.02792;13.22757;52.8
20190405_174700;0.045;-0.637;9.682;0.026;0.051;-0.042;49.02792;13.22757;52.8
20190405_174700;-0.268;-0.737;8.737;-0.054;0.021;-0.039;49.02792;13.22757;52.8
20190405_174700;-0.067;-0.910;9.431;-0.065;-0.056;-0.046;49.02792;13.22757;52.8
20190405_174700;0.050;-1.240;9.172;0.028;-0.062;-0.054;49.02792;13.22757;52.8
20190405_174700;0.505;-0.867;10.274;0.089;-0.035;-0.049;49.02792;13.22757;52.8
20190405_174700;0.474;-0.907;11.481;0.061;0.007;-0.037;49.02792;13.22757;52.8
20190405_174701;0.041;-0.769;9.654;0.011;0.022;-0.034;49.02780;13.22767;54.3
20190405_174701;0.690;-0.737;9.998;-0.043;-0.005;-0.035;49.02780;13.22767;54.3
20190405_174701;0.266;-1.046;9.007;-0.035;-0.029;-0.037;49.02780;13.22767;54.3
20190405_174701;0.412;-0.838;9.347;0.019;-0.022;-0.042;49.02780;13.22767;54.3
20190405_174701;0.618;-0.951;10.044;0.047;-0.008;-0.044;49.02780;13.22767;54.3
20190405_174701;0.579;-0.699;9.905;0.045;-0.029;-0.051;49.02780;13.22767;54.3
20190405_174701;0.438;-0.773;9.888;0.022;-0.007;-0.050;49.02780;13.22767;54.3
20190405_174701;0.575;-0.809;9.759;-0.001;-0.028;-0.054;49.02780;13.22767;54.3
20190405_174701;1.058;-0.800;9.709;0.003;-0.056;-0.063;49.02780;13.22767;54.3
20190405_174702;1.037;-0.982;9.053;0.006;-0.038;-0.083;49.02768;13.22776;54.4
20190405_174702;1.915;-0.826;9.915;0.024;-0.033;-0.091;49.02768;13.22776;54.4
20190405_174702;0.850;-0.706;9.484;0.011;-0.010;-0.096;49.02768;13.22776;54.4
20190405_174702;1.298;-0.874;9.680;-0.004;0.002;-0.091;49.02768;13.22776;54.4
20190405_174702;1.585;-1.070;9.819;-0.008;0.009;-0.087;49.02768;13.22776;54.4
20190405_174702;1.812;-1.255;9.738;0.000;0.014;-0.083;49.02768;13.22776;54.4
20190405_174702;1.209;-0.816;9.400;0.026;0.022;-0.081;49.02768;13.22776;54.4
20190405_174702;0.591;-0.730;9.793;0.030;0.001;-0.087;49.02768;13.22776;54.4
20190405_174702;1.147;-0.912;9.455;-0.037;-0.037;-0.081;49.02768;13.22776;54.4
20190405_174703;1.367;-0.910;7.925;-0.071;-0.007;-0.076;49.02756;13.22784;53.3
20190405_174703;0.816;-1.003;9.436;-0.020;0.084;-0.065;49.02756;13.22784;53.3
20190405_174703;1.401;-0.807;9.771;0.051;0.006;-0.062;49.02756;13.22784;53.3
20190405_174703;0.251;-0.867;10.633;0.069;0.002;-0.068;49.02756;13.22784;53.3
20190405_174703;0.584;-0.943;10.987;0.001;-0.019;-0.052;49.02756;13.22784;53.3
20190405_174703;0.395;-0.771;9.496;-0.022;-0.003;-0.020;49.02756;13.22784;53.3
20190405_174703;0.213;-0.725;8.904;-0.025;0.022;-0.015;49.02756;13.22784;53.3
20190405_174703;0.117;-0.730;9.326;-0.003;0.000;-0.026;49.02756;13.22784;53.3
20190405_174703;0.505;-0.702;9.204;-0.009;-0.018;-0.024;49.02743;13.22791;53.9
20190405_174704;0.682;-0.699;9.060;-0.010;-0.053;-0.026;49.02743;13.22791;53.9
20190405_174704;0.393;-0.874;11.148;0.014;-0.004;-0.037;49.02743;13.22791;53.9
20190405_174704;0.493;-0.678;9.864;0.022;-0.012;-0.040;49.02743;13.22791;53.9
20190405_174704;0.402;-0.740;10.197;-0.010;0.002;-0.036;49.02743;13.22791;53.9
20190405_174704;0.582;-0.546;9.603;-0.020;0.005;-0.036;49.02743;13.22791;53.9
20190405_174704;0.551;-0.579;9.244;-0.001;0.000;-0.036;49.02743;13.22791;53.9
20190405_174704;0.654;-0.431;9.757;-0.000;0.010;-0.035;49.02743;13.22791;53.9
20190405_174704;0.397;-0.546;9.704;0.020;0.008;-0.037;49.02743;13.22791;53.9
20190405_174705;0.443;-0.407;10.497;0.009;0.056;-0.033;49.02729;13.22795;54.7
20190405_174705;-0.177;-0.718;10.822;-0.002;0.011;-0.026;49.02729;13.22795;54.7
20190405_174705;1.027;-0.742;9.623;-0.013;-0.032;-0.029;49.02729;13.22795;54.7
20190405_174705;0.364;-0.658;9.491;-0.032;0.000;-0.028;49.02729;13.22795;54.7
20190405_174705;-0.079;-0.955;9.436;-0.004;-0.013;-0.029;49.02729;13.22795;54.7
20190405_174705;0.148;-0.958;9.864;0.011;0.003;-0.026;49.02729;13.22795;54.7
20190405_174705;0.429;-1.164;10.130;0.009;0.032;-0.028;49.02729;13.22795;54.7
20190405_174705;0.546;-0.816;9.991;-0.004;-0.005;-0.028;49.02729;13.22795;54.7
20190405_174705;0.520;-0.934;9.328;-0.019;-0.004;-0.025;49.02729;13.22795;54.7
20190405_174706;0.706;-0.833;9.987;0.005;0.011;-0.024;49.02716;13.22800;55.3
20190405_174706;0.508;-0.862;9.836;0.029;0.007;-0.020;49.02716;13.22800;55.3
20190405_174706;0.074;-0.704;9.017;0.017;-0.044;-0.017;49.02716;13.22800;55.3
20190405_174706;0.165;-0.771;9.845;-0.027;-0.010;-0.017;49.02716;13.22800;55.3
20190405_174706;0.204;-1.068;9.419;-0.024;-0.034;-0.015;49.02716;13.22800;55.3
20190405_174706;0.237;-0.867;9.623;-0.004;0.007;-0.013;49.02716;13.22800;55.3
20190405_174706;0.019;-0.958;9.637;0.007;0.009;-0.002;49.02716;13.22800;55.3
20190405_174706;-0.333;-0.948;10.370;0.009;-0.007;0.006;49.02716;13.22800;55.3
20190405_174706;-0.201;-0.962;9.620;0.007;-0.013;0.004;49.02702;13.22804;54.6
20190405_174707;-0.055;-1.092;9.773;0.007;-0.016;0.007;49.02702;13.22804;54.6
